1988-11-18,5,0800,UA,UA,DEN,ORD,-1.00,-10.00
1988-11-20,7,0800,UA,UA,DEN,ORD,-2.00,-8.00
1988-11-21,1,0800,UA,UA,DEN,ORD,-2.00,-9.00
1988-11-22,2,0800,UA,UA,DEN,ORD,-2.00,-5.00
